Model,GM,Top plan geometry side count (X1),Bottom plan geometry side count (X2),Top and Bottom plan orientation (X3),Number of stories (X4),Floor height (X5),Vertical transformation method (X6),Tapering (X7),Twisting Angle (X8),Curvilinear; location of control floor (X9),Curvilinear; scale of control floor (X10),TotalGrossArea,AspectRatio,TotalFacadeArea,DiagridAngleBottom,DiagridAngleTop,DiagridAngleAvg,TotalMass, Mean Squared Error, Scale Factor, 5-75% Duration (sec), 5-95% Duration (sec), Arias Intensity (m/sec), Magnitude, Mechanism, Rjb (km), Rrup (km), Vs30 (m/sec), Lowest Useable Frequency (Hz), Initial-search Scale Factor,Overall_Max_Acc,Acc_X,Acc_Y,Acc_Time,Acc_Floor,Max_Displacement,Displacement_X,Displacement_Y,Disp_Time,Disp_Story,Overall_Max_Drift,Drift_X,Drift_Y,Drift_Time,Drift_Floor,Max_Stress_Tension_diagrid,Stress_Tens_Time_diagrid,Stress_Tens_Story_diagrid,Max_Stress_Compression_diagrid,Stress_Comp_Time_diagrid,Stress_Comp_Story_diagrid,Max_Shear_diagrid,Shear_Time_diagrid,Shear_Story_diagrid,Max_Von_Mises_diagrid,VM_Time_diagrid,VM_Story_diagrid,Total_Max_Stress_Tension_tot,Total_Stress_Tens_Time_tot,Total_Stress_Tens_Story_tot,Total_Max_Stress_Compression_tot,Total_Stress_Comp_Time_tot,Total_Stress_Comp_Story_tot,Total_Max_Shear_tot,Total_Shear_Time_tot,Total_Shear_Story_tot,Total_Max_Von_Mises_tot,Total_VM_Time_tot,Total_VM_Story_tot,Overall_Max_Torsion,Torsion_Time,Torsion_Floor,Diagrid_Max_Magnitude_R,Diagrid_Ry_Value,Diagrid_Rz_Value,Diagrid_Max_Time_R,Diagrid_Max_Magnitude_M,Diagrid_My_Value,Diagrid_Mz_Value,Diagrid_Max_Time_M,Core_Max_Magnitude_R,Core_Ry_Value,Core_Rz_Value,Core_Max_Time_R,Core_Max_Magnitude_M,Core_My_Value,Core_Mz_Value,Core_Max_Time_M,Total_Max_Magnitude_R,Total_Ry_Value,Total_Rz_Value,Total_Diagrid_R_Contrib_Value,Total_Core_R_Contrib_Value,Total_Max_Time_R,Total_Max_Magnitude_M,Total_My_Value,Total_Mz_Value,Total_Diagrid_M_Contrib_Value,Total_Core_M_Contrib_Value,Total_Max_Time_M,Cost of structure,Cost of floor,Cost of Land,Total costs,Total costs/TGA,selleble price,EC Steel1,EC Steel2,EC Steel3,EC floor1,EC floor2,"EC total steel1, floor1","EC total steel2, floor1","EC total steel3, floor1","EC total steel1, floor2","EC total steel2, floor2","EC total steel3, floor2","EC GIA (Steel1, floor 1)","EC GIA (Steel2, floor 1)","EC GIA (Steel3, floor 1)","EC GIA (Steel1, floor 2)","EC GIA (Steel2, floor 2)","EC GIA (Steel3, floor 2)"
3,7,4,4,1,44,3.5,2,,,0.25,0.85,59559.67752,3.976263,22695.12953,59.449858,70.574576,65.012217,14100000,0.0933,0.9772,4.7,13.8,0.1,5.61, Reverse,23.67,25.69,365.22,0.2,1.094,1.6444,1.3681,0.91233,7.5,44,0.039401,-0.02519,-0.030296,7.54,43,0.00134,-0.00036744,-0.0012886,7.63,37,101100000,7.54,0,-108030000,13.17,21,3682200,7.43,31,108040000,13.17,21,121160000,8.09,0,-123260000,8.06,0,3682200,7.43,31,123260000,8.06,0,0.00010278,0.01,37,524050000,7669500,524000000,7.28,3065800,-2990900,673520,7.33,222260000,480350,222260000,7.24,2471700000,2471700000,10930000,8.4,746300000,8206700,746260000,70.2199,29.7817,7.28,2470500000,2470500000,10614000,0.0449,100.0356,8.41,54144000,4466975.814,750000,58610975.81,984.0714096,5955967.752,22426050,5611800,1016610,4860093.971,2959769.907,27286143.97,10471893.97,5876703.971,25385819.91,8571569.907,3976379.907,458.131157,175.8218716,98.66917041,426.2249388,143.9156534,66.76295227
4,1,4,9,1,60,4,0,0.9,,,,84643.07458,6.196773,33266.78645,55.681471,67.582757,61.632114,27300000,0.6007,0.6821,14.7,29,0.1,6.19, strike slip,17.64,17.64,408.93,0.125,0.7636,0.76734,0.21358,-0.73702,19.3,60,0.08396,0.0016402,0.083944,19.34,60,0.002335,-0.00022424,0.0023242,19.38,53,127270000,16.72,14,-117730000,18.07,15,9651100,20.71,0,127290000,16.72,14,135470000,16.64,0,-147180000,16.63,0,9651100,20.71,0,147280000,16.63,0,0.0001917,19.38,45,891750000,11346000,891680000,20.74,45728000,-42430000,-17050000,20.97,532390000,1180300,532390000,17.72,6297000000,6297000000,22249000,19.18,1424100000,12350000,1424100000,62.6179,37.3834,20.74,6319900000,6319900000,3280400,0.457,99.6318,19.21,104832000,6348230.594,750000,111180230.6,1313.518337,8464307.458,43420650,10865400,1968330,6906909.399,4206268.997,50327559.4,17772309.4,8875239.399,47626919,15071669,6174598.997,594.5856722,209.9676729,104.8548797,562.6794541,178.0614548,72.94866151
4,2,4,9,1,60,4,0,0.9,,,,84643.07458,6.196773,33266.78645,55.681471,67.582757,61.632114,27300000,0.2348,0.3388,10.6,16.8,1,6.61, Reverse,19.33,22.63,450.28,0.375,0.3792,1.5905,-1.5551,0.33348,2.62,26,0.051487,-0.025682,-0.044624,1.56,60,0.0022368,-0.0010874,-0.0019547,1.62,53,120750000,1.51,14,-112740000,1.66,48,9598500,1.24,0,120770000,1.51,14,134280000,2.59,0,-145510000,2.64,0,9598500,1.24,0,145600000,2.64,0,0.00019169,2.07,45,891860000,18002000,891680000,1.22,40731000,-36981000,-17071000,2.57,532390000,1117800,532390000,1.96,6251200000,6251100000,20245000,2.61,1424200000,19513000,1424100000,62.6221,37.3815,1.22,6261800000,6261800000,-1759000,0.4647,99.6239,2.7,104832000,6348230.594,750000,111180230.6,1313.518337,8464307.458,43420650,10865400,1968330,6906909.399,4206268.997,50327559.4,17772309.4,8875239.399,47626919,15071669,6174598.997,594.5856722,209.9676729,104.8548797,562.6794541,178.0614548,72.94866151
4,3,4,9,1,60,4,0,0.9,,,,84643.07458,6.196773,33266.78645,55.681471,67.582757,61.632114,27300000,0.2005,0.2305,5.4,15.4,0.9,6.6, Normal Oblique,10.27,10.27,361.4,0.25,0.258,1.1124,0.54354,-0.97061,4.14,60,0.081288,-0.041339,-0.069992,7.29,60,0.0024258,-0.001107,-0.0021585,7.31,53,126990000,7.44,14,-117920000,7.45,15,9642400,6.98,0,127010000,7.44,14,135270000,11.56,0,-146350000,11.39,0,9642400,6.98,0,146450000,11.39,0,0.0001917,8.39,45,891780000,13606000,891680000,6.91,59095000,-56583000,-17049000,7.44,532390000,820700,532390000,4.22,6298200000,6298100000,17391000,8.28,1424100000,14816000,1424100000,62.6191,37.3829,6.91,6315600000,6315600000,3107100,0.4328,99.6623,8.39,104832000,6348230.594,750000,111180230.6,1313.518337,8464307.458,43420650,10865400,1968330,6906909.399,4206268.997,50327559.4,17772309.4,8875239.399,47626919,15071669,6174598.997,594.5856722,209.9676729,104.8548797,562.6794541,178.0614548,72.94866151
4,4,4,9,1,60,4,0,0.9,,,,84643.07458,6.196773,33266.78645,55.681471,67.582757,61.632114,27300000,0.3823,0.3124,3.8,10.9,0.4,6.36, Reverse,24.83,26.38,381.27,0.2875,0.3497,1.5677,-0.83742,-1.3253,8.04,60,0.094745,0.06714,0.066849,8.07,60,0.0028698,0.0019861,0.0020715,8.09,53,133770000,7.98,14,-120310000,7.99,15,9686000,9.26,0,133790000,7.98,14,136720000,7.89,0,-148940000,7.87,0,9686000,9.26,0,149050000,7.87,0,0.00019173,8.24,45,891770000,-12434000,891680000,7.57,51767000,-48875000,-17062000,7.43,532390000,721970,532390000,9.45,6318600000,6318600000,20304000,8,1424100000,-13689000,1424100000,62.6186,37.383,7.57,6342400000,6342400000,3239900,0.4619,99.6251,8,104832000,6348230.594,750000,111180230.6,1313.518337,8464307.458,43420650,10865400,1968330,6906909.399,4206268.997,50327559.4,17772309.4,8875239.399,47626919,15071669,6174598.997,594.5856722,209.9676729,104.8548797,562.6794541,178.0614548,72.94866151
4,5,4,9,1,60,4,0,0.9,,,,84643.07458,6.196773,33266.78645,55.681471,67.582757,61.632114,27300000,0.3757,2.3281,4.4,11.6,0,6.1, Normal,26.75,29.2,454.56,0.75,2.6062,1.7685,1.259,1.2421,7.79,60,0.03219,0.014368,0.028805,8.09,60,0.0015772,-0.0015586,-0.00024151,8.69,53,123110000,8.42,49,-119700000,8.42,48,9395700,8.34,0,123110000,8.42,49,133720000,7.68,0,-145750000,7.67,0,9395700,8.34,0,145860000,7.67,0,0.00019174,8.09,45,891840000,-16486000,891690000,7.67,53834000,51062000,-17050000,8.26,532390000,-285820,532390000,10.33,6226000000,6226000000,12921000,9.74,1424200000,-17780000,1424100000,62.6211,37.3819,7.67,6243800000,6243800000,-22580000,0.8033,99.2439,9.92,104832000,6348230.594,750000,111180230.6,1313.518337,8464307.458,43420650,10865400,1968330,6906909.399,4206268.997,50327559.4,17772309.4,8875239.399,47626919,15071669,6174598.997,594.5856722,209.9676729,104.8548797,562.6794541,178.0614548,72.94866151
4,6,4,9,1,60,4,0,0.9,,,,84643.07458,6.196773,33266.78645,55.681471,67.582757,61.632114,27300000,0.1168,0.5106,6,11,0.5,6.69, Reverse,17.81,18.5,411.55,0.375,0.5716,1.3823,-1.3775,-0.1157,5.27,45,0.025523,-0.025017,-0.0050605,17.21,60,0.0012398,-0.00079866,0.0009483,4.81,57,119420000,18.22,14,-116130000,4.5,48,9268000,4.46,0,119440000,18.21,14,133490000,18.18,0,-143980000,18.19,0,9268000,4.46,0,144070000,18.19,0,0.00019169,4.8,45,891770000,-12497000,891680000,4.45,48965000,-45902000,-17048000,4.11,532390000,198540,532390000,4.71,6229200000,6229200000,11555000,18.16,1424100000,-13145000,1424100000,62.6189,37.3831,4.45,6241400000,6241400000,-11842000,0.6594,99.3997,5.3,104832000,6348230.594,750000,111180230.6,1313.518337,8464307.458,43420650,10865400,1968330,6906909.399,4206268.997,50327559.4,17772309.4,8875239.399,47626919,15071669,6174598.997,594.5856722,209.9676729,104.8548797,562.6794541,178.0614548,72.94866151
4,7,4,9,1,60,4,0,0.9,,,,84643.07458,6.196773,33266.78645,55.681471,67.582757,61.632114,27300000,0.0933,0.9772,4.7,13.8,0.1,5.61, Reverse,23.67,25.69,365.22,0.2,1.094,1.7809,1.7786,0.090742,7.5,60,0.038252,-0.024383,-0.029473,7.73,60,0.0014216,-0.0007632,-0.0011994,7.73,53,121000000,9.16,14,-111980000,10.92,48,9223700,7.17,0,121020000,9.16,14,133930000,9.09,0,-145050000,9.08,0,9223700,7.17,0,145150000,9.08,0,0.00019167,8.91,45,891760000,12318000,891670000,7.28,44085000,-40654000,-17050000,10.38,532390000,818190,532390000,7.44,6241500000,6241400000,19338000,9.09,1424100000,13530000,1424100000,62.6181,37.3835,7.28,6258000000,6258000000,-8259600,0.5092,99.5698,16.09,104832000,6348230.594,750000,111180230.6,1313.518337,8464307.458,43420650,10865400,1968330,6906909.399,4206268.997,50327559.4,17772309.4,8875239.399,47626919,15071669,6174598.997,594.5856722,209.9676729,104.8548797,562.6794541,178.0614548,72.94866151
5,1,9,11,0,56,3.5,2,,,0.75,1.15,84020.7882,4.437287,27229.28853,68.038402,68.081726,68.060064,32600000,0.6007,0.6821,14.7,29,0.1,6.19, strike slip,17.64,17.64,408.93,0.125,0.7636,0.9982,0.54307,-0.83754,20.6,56,0.066166,0.043647,-0.049728,19.78,56,0.0019073,0.0011955,-0.0014861,19.77,53,97751000,18.85,16,-95706000,19.75,44,8320000,19.8,0,97751000,18.85,16,127950000,17.86,0,-131320000,19.76,0,8320000,19.8,0,131350000,19.77,0,8.3816e-05,19.92,53,1265200000,-23311000,1265000000,18.82,70122000,-70109000,-1311100,21.54,718900000,-4645400,718890000,18.81,8110800000,8110400000,86141000,18.57,1984100000,-27968000,1983900000,63.7674,36.2342,18.82,8120900000,8120000000,124240000,0.3619,99.6388,18.76,125184000,6301559.115,750000,131485559.1,1564.916992,8402078.82,51850300,12974800,2350460,6856130.576,4175344.979,58706430.58,19830930.58,9206590.576,56025644.98,17150144.98,6525804.979,698.7131618,236.024096,109.5751513,666.8069436,204.1178778,77.66893312
5,2,9,11,0,56,3.5,2,,,0.75,1.15,84020.7882,4.437287,27229.28853,68.038402,68.081726,68.060064,32600000,0.2348,0.3388,10.6,16.8,1,6.61, Reverse,19.33,22.63,450.28,0.375,0.3792,2.4312,0.86862,2.2708,1.47,56,0.048275,-0.020609,-0.043655,1.46,56,0.0020391,-0.0006321,-0.0019387,1.51,53,99375000,1.45,16,-95481000,1.46,17,7206000,1.24,0,99375000,1.45,16,125300000,1.33,0,-127740000,1.25,0,7206000,1.24,0,127740000,1.25,0,8.3816e-05,2.2,53,1265200000,26070000,1265000000,1.22,59374000,-59360000,-1317000,2.57,718900000,4285700,718890000,1.22,8103600000,8103500000,37621000,2.04,1984100000,30355000,1983900000,63.769,36.2335,1.22,8080400000,8080300000,41891000,0.2767,100.2763,2.06,125184000,6301559.115,750000,131485559.1,1564.916992,8402078.82,51850300,12974800,2350460,6856130.576,4175344.979,58706430.58,19830930.58,9206590.576,56025644.98,17150144.98,6525804.979,698.7131618,236.024096,109.5751513,666.8069436,204.1178778,77.66893312
5,3,9,11,0,56,3.5,2,,,0.75,1.15,84020.7882,4.437287,27229.28853,68.038402,68.081726,68.060064,32600000,0.2005,0.2305,5.4,15.4,0.9,6.6, Normal Oblique,10.27,10.27,361.4,0.25,0.258,1.618,-1.1804,1.1065,4.47,56,0.052615,0.05257,0.002178,11.28,56,0.0016071,0.0015556,0.0004035,7.77,53,96351000,10.47,16,-94654000,4.52,44,7795400,12.95,0,96351000,10.47,16,127220000,11.28,0,-129910000,11.24,0,7795400,12.95,0,129910000,11.24,0,8.3817e-05,7.74,53,1265100000,20005000,1265000000,8.76,77320000,77309000,-1304600,12.13,718900000,3410500,718890000,8.76,8132900000,8132700000,60421000,7.79,1984000000,23415000,1983900000,63.7664,36.235,8.76,8106300000,8105900000,83096000,0.2296,100.2291,7.7,125184000,6301559.115,750000,131485559.1,1564.916992,8402078.82,51850300,12974800,2350460,6856130.576,4175344.979,58706430.58,19830930.58,9206590.576,56025644.98,17150144.98,6525804.979,698.7131618,236.024096,109.5751513,666.8069436,204.1178778,77.66893312
5,4,9,11,0,56,3.5,2,,,0.75,1.15,84020.7882,4.437287,27229.28853,68.038402,68.081726,68.060064,32600000,0.3823,0.3124,3.8,10.9,0.4,6.36, Reverse,24.83,26.38,381.27,0.2875,0.3497,1.5088,1.3604,0.65255,8.54,56,0.0688,-0.055427,-0.04076,8.54,56,0.0020065,-0.0015305,-0.0012976,8.58,49,103200000,8.51,16,-99750000,8.51,17,7955800,8.44,0,103200000,8.51,16,128440000,8.41,0,-131040000,8.39,0,7955800,8.44,0,131040000,8.39,0,8.3816e-05,7.68,53,1265100000,-17542000,1265000000,9.64,88949000,88940000,-1299400,8.4,718900000,3209000,718890000,8.68,8137100000,8137000000,48441000,11.18,1984000000,-20633000,1983900000,63.7656,36.2354,9.64,8110100000,8109700000,71671000,0.0684,99.9337,7.98,125184000,6301559.115,750000,131485559.1,1564.916992,8402078.82,51850300,12974800,2350460,6856130.576,4175344.979,58706430.58,19830930.58,9206590.576,56025644.98,17150144.98,6525804.979,698.7131618,236.024096,109.5751513,666.8069436,204.1178778,77.66893312
5,5,9,11,0,56,3.5,2,,,0.75,1.15,84020.7882,4.437287,27229.28853,68.038402,68.081726,68.060064,32600000,0.3757,2.3281,4.4,11.6,0,6.1, Normal,26.75,29.2,454.56,0.75,2.6062,2.2539,-2.1862,0.54827,8.2,56,0.032736,0.031429,0.0091569,7.16,56,0.0018303,0.0016997,-0.00067898,8.3,53,100710000,8.31,44,-99635000,8.31,44,7167200,8.58,0,100710000,8.31,44,123760000,7.78,0,-126040000,7.77,0,7167200,8.58,0,126040000,7.77,0,8.3817e-05,8.26,53,1265100000,-18377000,1265000000,7.66,60795000,-60781000,-1314200,8.54,718900000,-2748800,718890000,7.66,8068700000,8068600000,46957000,7.12,1984000000,-21126000,1983900000,63.766,36.2353,7.66,8101400000,8101200000,62738000,0.6363,99.364,8.24,125184000,6301559.115,750000,131485559.1,1564.916992,8402078.82,51850300,12974800,2350460,6856130.576,4175344.979,58706430.58,19830930.58,9206590.576,56025644.98,17150144.98,6525804.979,698.7131618,236.024096,109.5751513,666.8069436,204.1178778,77.66893312
5,6,9,11,0,56,3.5,2,,,0.75,1.15,84020.7882,4.437287,27229.28853,68.038402,68.081726,68.060064,32600000,0.1168,0.5106,6,11,0.5,6.69, Reverse,17.81,18.5,411.55,0.375,0.5716,1.9004,-1.4196,1.2635,4.33,56,0.037495,0.024028,0.028784,10.7,56,0.0013216,0.0007876,0.0010613,10.76,51,96395000,4.39,44,-96087000,4.39,44,7214300,4.12,0,96395000,4.39,44,123990000,4.13,0,-126280000,4.12,0,7214300,4.12,0,126290000,4.12,0,8.3816e-05,5.8,53,1265100000,-16735000,1265000000,4.45,55965000,-55949000,-1319000,5.09,718900000,2587500,718890000,4.12,8091100000,8091000000,37317000,10.63,1983900000,-19362000,1983900000,63.7655,36.2356,4.45,8069600000,8069600000,6626600,0.1435,100.1425,10.71,125184000,6301559.115,750000,131485559.1,1564.916992,8402078.82,51850300,12974800,2350460,6856130.576,4175344.979,58706430.58,19830930.58,9206590.576,56025644.98,17150144.98,6525804.979,698.7131618,236.024096,109.5751513,666.8069436,204.1178778,77.66893312
5,7,9,11,0,56,3.5,2,,,0.75,1.15,84020.7882,4.437287,27229.28853,68.038402,68.081726,68.060064,32600000,0.0933,0.9772,4.7,13.8,0.1,5.61, Reverse,23.67,25.69,365.22,0.2,1.094,1.9117,1.7404,0.79077,7.5,56,0.034852,-0.019426,-0.028936,7.58,56,0.0013576,-0.0001725,-0.0013466,7.67,53,96222000,7.58,16,-92432000,7.58,17,7120700,13.85,0,96222000,7.58,16,124400000,8.39,0,-127540000,8.38,0,7120700,13.85,0,127560000,8.38,0,8.3816e-05,8.29,53,1265000000,14339000,1265000000,7.28,59546000,-59531000,-1316400,8.06,718900000,2377500,718890000,14.28,8090300000,8090100000,54465000,8.41,1983900000,16290000,1983900000,63.7648,36.236,7.28,8080600000,8080300000,68631000,0.0183,99.9918,8.52,125184000,6301559.115,750000,131485559.1,1564.916992,8402078.82,51850300,12974800,2350460,6856130.576,4175344.979,58706430.58,19830930.58,9206590.576,56025644.98,17150144.98,6525804.979,698.7131618,236.024096,109.5751513,666.8069436,204.1178778,77.66893312
6,1,12,12,0,52,3.5,0,0.8,,,,70205.16055,4.213205,23946.71075,67.438451,69.770006,68.604229,14500000,0.6007,0.6821,14.7,29,0.1,6.19, strike slip,17.64,17.64,408.93,0.125,0.7636,0.97096,-0.49445,0.83564,19.7,52,0.065125,0.040119,-0.0513,19.79,52,0.0019948,0.0012009,-0.0015928,19.78,45,99980000,19.73,44,-95373000,19.75,44,2679500,18.87,0,99981000,19.73,44,124110000,19.85,0,-126520000,18.93,0,2679500,18.87,0,126520000,18.93,0,9.5309e-05,0.01,49,606530000,-12692000,606400000,18.83,4808100,4807900,39071,18.98,529380000,-1915300,529380000,18.77,5917000000,5917000000,30750000,18.56,1135900000,-14652000,1135800000,53.3981,46.6056,18.83,5917100000,5917000000,32219000,0.0022,99.9979,18.57,55680000,5265387.041,750000,60945387.04,868.1040904,7020516.055,23062250,5771000,1045450,5728769.727,3488788.559,28791019.73,11499769.73,6774219.727,26551038.56,9259788.559,4534238.559,410.0983389,163.8023421,96.49176319,378.1921208,131.896124,64.58554505
6,2,12,12,0,52,3.5,0,0.8,,,,70205.16055,4.213205,23946.71075,67.438451,69.770006,68.604229,14500000,0.2348,0.3388,10.6,16.8,1,6.61, Reverse,19.33,22.63,450.28,0.375,0.3792,2.2326,0.84433,2.0668,1.47,52,0.049019,-0.023146,-0.04321,1.47,52,0.00222,-0.0008828,-0.0020369,1.53,45,103340000,1.53,44,-96729000,1.53,44,2672700,1.23,0,103340000,1.53,44,121300000,4.19,0,-125200000,2.23,0,2672700,1.23,0,125220000,2.23,0,9.5309e-05,0.01,49,606580000,14870000,606400000,1.23,7673300,-7673200,39071,2.57,529380000,2901500,529380000,1.22,5912300000,5912300000,1158100,2.05,1135900000,17753000,1135800000,53.4003,46.6042,1.22,5913200000,5913200000,5156000,0.0187,99.9813,2.06,55680000,5265387.041,750000,60945387.04,868.1040904,7020516.055,23062250,5771000,1045450,5728769.727,3488788.559,28791019.73,11499769.73,6774219.727,26551038.56,9259788.559,4534238.559,410.0983389,163.8023421,96.49176319,378.1921208,131.896124,64.58554505
6,3,12,12,0,52,3.5,0,0.8,,,,70205.16055,4.213205,23946.71075,67.438451,69.770006,68.604229,14500000,0.2005,0.2305,5.4,15.4,0.9,6.6, Normal Oblique,10.27,10.27,361.4,0.25,0.258,1.6406,-1.199,1.1198,4.5,52,0.051697,-0.051006,0.0084258,12.18,52,0.0017175,0.0015846,0.0006625,7.8,45,100040000,4.52,44,-95169000,4.53,44,2562000,8.78,0,100040000,4.52,44,123840000,11.37,0,-126260000,7.98,0,2562000,8.78,0,126260000,7.98,0,9.5309e-05,0.01,49,606490000,10692000,606400000,8.76,6829500,6829400,39071,4.55,529380000,2192300,529380000,4.17,5938200000,5938100000,23407000,7.82,1135800000,12503000,1135800000,53.3959,46.6066,8.76,5936800000,5936800000,26331000,0.016,100.016,7.79,55680000,5265387.041,750000,60945387.04,868.1040904,7020516.055,23062250,5771000,1045450,5728769.727,3488788.559,28791019.73,11499769.73,6774219.727,26551038.56,9259788.559,4534238.559,410.0983389,163.8023421,96.49176319,378.1921208,131.896124,64.58554505
6,4,12,12,0,52,3.5,0,0.8,,,,70205.16055,4.213205,23946.71075,67.438451,69.770006,68.604229,14500000,0.3823,0.3124,3.8,10.9,0.4,6.36, Reverse,24.83,26.38,381.27,0.2875,0.3497,1.5069,1.2593,0.82771,6.47,52,0.072091,-0.058856,-0.041629,8.54,52,0.0023113,-0.0017806,-0.0014736,8.58,45,100560000,8.92,44,-96091000,8.93,44,2603100,7.54,0,100560000,8.92,44,123410000,7.68,0,-128040000,7.63,0,2603100,7.54,0,128040000,7.63,0,9.5309e-05,0.01,49,606490000,-10218000,606400000,9.64,8168800,-8168700,39071,9.46,529380000,-1926300,529380000,7.56,5940300000,5940300000,8991700,11.21,1135800000,-11849000,1135800000,53.3954,46.6069,9.63,5935000000,5935000000,9467800,0.0895,100.0895,11.2,55680000,5265387.041,750000,60945387.04,868.1040904,7020516.055,23062250,5771000,1045450,5728769.727,3488788.559,28791019.73,11499769.73,6774219.727,26551038.56,9259788.559,4534238.559,410.0983389,163.8023421,96.49176319,378.1921208,131.896124,64.58554505
6,5,12,12,0,52,3.5,0,0.8,,,,70205.16055,4.213205,23946.71075,67.438451,69.770006,68.604229,14500000,0.3757,2.3281,4.4,11.6,0,6.1, Normal,26.75,29.2,454.56,0.75,2.6062,2.0066,-1.7818,0.92281,8.31,52,0.03386,-0.021557,-0.026111,7.59,52,0.0017989,0.0016013,-0.00081969,8.32,45,103680000,8.36,44,-100360000,8.35,44,2521400,8.27,0,103680000,8.36,44,122240000,8.09,0,-126450000,8.27,0,2521400,8.27,0,126450000,8.27,0,9.5309e-05,0.01,49,606510000,-11559000,606400000,7.66,9336400,9336300,39071,8.25,529380000,-2517900,529380000,7.65,5892700000,5892700000,21442000,7.14,1135900000,-14062000,1135800000,53.3964,46.6061,7.66,5898000000,5898000000,16651000,0.0957,99.9043,7.15,55680000,5265387.041,750000,60945387.04,868.1040904,7020516.055,23062250,5771000,1045450,5728769.727,3488788.559,28791019.73,11499769.73,6774219.727,26551038.56,9259788.559,4534238.559,410.0983389,163.8023421,96.49176319,378.1921208,131.896124,64.58554505
6,6,12,12,0,52,3.5,0,0.8,,,,70205.16055,4.213205,23946.71075,67.438451,69.770006,68.604229,14500000,0.1168,0.5106,6,11,0.5,6.69, Reverse,17.81,18.5,411.55,0.375,0.5716,1.565,-0.82187,1.3318,4.42,52,0.034202,0.02122,0.026823,10.71,52,0.0015838,-0.0010825,0.0011561,4.72,45,100280000,4.43,44,-95253000,4.43,44,2451200,4.11,0,100280000,4.43,44,122030000,4.13,0,-124450000,4.37,0,2451200,4.11,0,124450000,4.37,0,9.5309e-05,0.01,49,606480000,-9836600,606400000,4.45,7283800,-7283700,39071,4.62,529380000,-1978100,529380000,4.44,5905900000,5905900000,8990300,10.65,1135800000,-11835000,1135800000,53.3949,46.607,4.45,5907000000,5907000000,5525800,0.0209,99.9791,10.66,55680000,5265387.041,750000,60945387.04,868.1040904,7020516.055,23062250,5771000,1045450,5728769.727,3488788.559,28791019.73,11499769.73,6774219.727,26551038.56,9259788.559,4534238.559,410.0983389,163.8023421,96.49176319,378.1921208,131.896124,64.58554505
6,7,12,12,0,52,3.5,0,0.8,,,,70205.16055,4.213205,23946.71075,67.438451,69.770006,68.604229,14500000,0.0933,0.9772,4.7,13.8,0.1,5.61, Reverse,23.67,25.69,365.22,0.2,1.094,2.0573,1.9659,0.60619,7.5,52,0.037083,-0.025585,-0.026843,7.56,52,0.0014633,-0.0003559,-0.0014194,7.67,45,99943000,7.69,44,-93330000,7.69,44,2428200,7.27,0,99943000,7.69,44,121820000,8.1,0,-125340000,8.38,0,2428200,7.27,0,125340000,8.38,0,9.5309e-05,0.01,49,606460000,8711300,606400000,7.28,7229600,7229500,39071,9.17,529380000,1959600,529380000,7.28,5903400000,5903300000,19347000,8.43,1135800000,10671000,1135800000,53.394,46.6075,7.28,5903600000,5903500000,25723000,0.037,99.963,8.48,55680000,5265387.041,750000,60945387.04,868.1040904,7020516.055,23062250,5771000,1045450,5728769.727,3488788.559,28791019.73,11499769.73,6774219.727,26551038.56,9259788.559,4534238.559,410.0983389,163.8023421,96.49176319,378.1921208,131.896124,64.58554505
7,1,11,9,0,44,3.5,1,,75,,,66016.33036,3.499187,21394.48125,59.044445,79.224491,69.134468,14800000,0.6007,0.6821,14.7,29,0.1,6.19, strike slip,17.64,17.64,408.93,0.125,0.7636,0.89132,-0.1083,-0.88472,16.88,44,0.077526,0.041527,-0.065466,21.06,43,0.0019535,0.0011207,-0.0016001,21.08,41,102540000,16.9,26,-105670000,16.89,26,4713000,21.83,0,105690000,16.89,26,118310000,21.05,0,-128020000,21.08,0,4713000,21.83,0,128140000,21.08,0,0.00016282,20.33,37,600670000,13361000,600520000,17.7,14742000,-14683000,-1314300,21.11,519960000,2851800,519950000,17.61,5695100000,5694900000,49601000,18.38,1120600000,16161000,1120500000,53.6033,46.4002,17.7,5699200000,5698900000,48951000,0.0825,99.921,18.4,56832000,4951224.777,750000,61783224.78,935.8779023,6601633.036,23539400,5890400,1067080,5386959.475,3280628.038,28926359.48,11277359.48,6454039.475,26820028.04,9171028.038,4347708.038,438.1697577,170.8268153,97.76428711,406.2635395,138.9205972,65.85806897
